Scan #,Time,Uniaxial Gage 1 on S1-Ch2 microstrain,Uniaxial Gage 2 on S1-Ch1 microstrain,Load on S1-Ch3 kN
11,1100000,0,0,0.0200
12,1200000,0,0,0.0230
13,1300000,0,0,0.0230
14,1400000,0,0,0.0230
15,1500000,0,0,0.0240
16,1600000,0,0,0.0240
17,1700000,0,0,0.0240
18,1800000,0,0,0.0240
19,1900000,0,0,0.0240
20,2000000,0,0,0.0240
21,2100000,0,0,0.0230
22,2200000,0,0,0.0240
23,2300000,0,0,0.0240
24,2400000,0,0,0.0240
25,2500000,0,0,0.0240
26,2600000,0,0,0.0240
27,2700000,0,0,0.0230
28,2800000,-1,0,0.0230
29,2900000,0,0,0.0240
30,3000000,0,0,0.0230
31,3100000,0,0,0.0240
32,3200000,0,0,0.0240
33,3300000,0,0,0.0240
34,3400000,0,0,0.0230
35,3500000,0,0,0.0220
36,3600000,-1,0,0.0240
37,3700000,0,0,0.0240
38,3800000,0,0,0.0240
39,3900000,0,0,0.0240
40,4000000,0,0,0.0230
41,4100000,0,0,0.0240
42,4200000,0,0,0.0240
43,4300000,0,0,0.0230
44,4400000,0,0,0.0240
45,4500000,0,0,0.0230
46,4600000,0,0,0.0240
47,4700000,0,0,0.0240
48,4800000,0,0,0.0240
49,4900000,0,0,0.0230
50,5000000,0,0,0.0240
51,5100000,0,0,0.0240
52,5200000,0,0,0.0240
53,5300000,0,0,0.0230
54,5400000,0,0,0.0230
55,5500000,0,0,0.0230
56,5600000,0,0,0.0230
57,5700000,0,0,0.0230
58,5800000,0,0,0.0220
59,5900000,0,0,0.0220
60,6000000,0,0,0.0220
61,6100000,0,0,0.0210
62,6200000,0,0,0.0230
63,6300000,0,0,0.0220
64,6400000,0,0,0.0220
65,6500000,0,0,0.0240
66,6600000,0,0,0.0230
67,6700000,0,0,0.0240
68,6800000,0,0,0.0220
69,6900000,0,0,0.0220
70,7000000,0,-1,0.0220
71,7100000,0,0,0.0200
72,7200000,0,0,0.0240
73,7300000,0,0,0.0210
74,7400000,0,0,0.0210
75,7500000,0,0,0.0220
76,7600000,0,0,0.0230
77,7700000,0,0,0.0220
78,7800000,0,0,0.0230
79,7900000,0,0,0.0230
80,8000000,0,0,0.0210
81,8100000,0,0,0.0220
82,8200000,0,0,0.0200
83,8300000,0,0,0.0220
84,8400000,0,0,0.0190
85,8500000,0,0,0.0210
86,8600000,0,0,0.0240
87,8700000,0,0,0.0230
88,8800000,0,0,0.0190
89,8900000,0,0,0.0210
90,9000000,0,0,0.0220
91,9100000,0,0,0.0240
92,9200000,0,0,0.0200
93,9300000,0,0,0.0200
94,9400000,0,0,0.0220
95,9500000,0,-1,0.0180
96,9600000,0,0,0.0190
97,9700000,0,0,0.0200
98,9800000,0,-1,0.0190
99,9900000,0,-1,0.0190
100,10000000,0,0,0.0230
101,10100000,0,-1,0.0180
102,10200000,0,-1,0.0150
103,10300000,0,-1,0.0210
104,10400000,0,0,0.0210
105,10500000,0,0,0.0230
106,10600000,0,0,0.0210
107,10700000,0,0,0.0230
108,10800000,0,0,0.0230
109,10900000,0,0,0.0220
110,11000000,0,0,0.0220
111,11100000,0,0,0.0220
112,11200000,0,0,0.0220
113,11300000,0,0,0.0220
114,11400000,0,-1,0.0220
115,11500000,0,0,0.0210
116,11600000,0,-1,0.0170
117,11700000,0,-1,0.0200
118,11800000,0,0,0.0220
119,11900000,0,-1,0.0220
120,12000000,0,0,0.0220
121,12100000,0,-1,0.0160
122,12200000,-1,-1,0.0090
123,12300000,-2,0,-0.0030
124,12400000,-4,2,-0.0060
125,12500000,-5,3,-0.0170
126,12600000,-7,5,-0.0200
127,12700000,-9,7,-0.0190
128,12800000,-11,9,-0.0200
129,12900000,-13,9,-0.0200
130,13000000,-13,9,-0.0220
131,13100000,-13,9,-0.0260
132,13200000,-13,9,-0.0300
133,13300000,-14,9,-0.0330
134,13400000,-14,8,-0.0340
135,13500000,-15,8,-0.0340
136,13600000,-16,7,-0.0360
137,13700000,-18,6,-0.0480
138,13800000,-20,4,-0.0500
139,13900000,-22,2,-0.0600
140,14000000,-25,0,-0.0650
141,14100000,-27,-2,-0.0750
142,14200000,-30,-5,-0.0830
143,14300000,-34,-10,-0.0980
144,14400000,-39,-14,-0.1130
145,14500000,-45,-20,-0.1320
146,14600000,-51,-25,-0.1490
147,14700000,-54,-29,-0.1610
148,14800000,-60,-34,-0.1780
149,14900000,-66,-39,-0.1920
150,15000000,-71,-44,-0.2100
151,15100000,-77,-50,-0.2290
152,15200000,-83,-55,-0.2480
153,15300000,-89,-61,-0.2660
154,15400000,-96,-67,-0.2870
155,15500000,-104,-75,-0.3110
156,15600000,-111,-81,-0.3320
157,15700000,-119,-89,-0.3580
158,15800000,-133,-101,-0.3970
159,15900000,-145,-114,-0.4350
160,16000000,-159,-126,-0.4770
161,16100000,-172,-140,-0.5200
162,16200000,-187,-154,-0.5660
163,16300000,-201,-167,-0.6070
164,16400000,-212,-177,-0.6380
165,16500000,-225,-190,-0.6790
166,16600000,-239,-203,-0.7220
167,16700000,-252,-216,-0.7620
168,16800000,-268,-230,-0.8080
169,16900000,-281,-243,-0.8470
170,17000000,-296,-256,-0.8900
171,17100000,-318,-277,-0.9530
172,17200000,-329,-287,-0.9880
173,17300000,-343,-300,-1.0290
174,17400000,-356,-313,-1.0710
175,17500000,-371,-326,-1.1130
176,17600000,-383,-338,-1.1490
177,17700000,-396,-350,-1.1880
178,17800000,-409,-362,-1.2270
179,17900000,-424,-375,-1.2700
180,18000000,-448,-396,-1.3390
181,18100000,-467,-413,-1.3940
182,18200000,-481,-426,-1.4360
183,18300000,-495,-438,-1.4770
184,18400000,-509,-451,-1.5200
185,18500000,-523,-463,-1.5600
186,18600000,-538,-478,-1.6040
187,18700000,-552,-489,-1.6430
188,18800000,-569,-505,-1.6940
189,18900000,-586,-520,-1.7430
190,19000000,-602,-535,-1.7900
191,19100000,-619,-549,-1.8370
192,19200000,-634,-563,-1.8830
193,19300000,-648,-576,-1.9260
194,19400000,-662,-589,-1.9690
195,19500000,-682,-606,-2.0270
196,19600000,-699,-621,-2.0740
197,19700000,-715,-636,-2.1210
198,19800000,-728,-648,-2.1630
199,19900000,-742,-661,-2.2040
200,20000000,-756,-674,-2.2460
201,20100000,-775,-691,-2.3000
202,20200000,-791,-706,-2.3480
203,20300000,-802,-716,-2.3820
204,20400000,-812,-725,-2.4120
205,20500000,-827,-740,-2.4590
206,20600000,-847,-757,-2.5150
207,20700000,-863,-772,-2.5590
208,20800000,-873,-781,-2.5910
209,20900000,-884,-792,-2.6270
210,21000000,-896,-803,-2.6620
211,21100000,-910,-816,-2.7020
212,21200000,-923,-828,-2.7400
213,21300000,-936,-840,-2.7770
214,21400000,-955,-856,-2.8320
215,21500000,-973,-872,-2.8840
216,21600000,-985,-883,-2.9180
217,21700000,-997,-894,-2.9540
218,21800000,"-1,008",-904,-2.9860
219,21900000,"-1,021",-917,-3.0250
220,22000000,"-1,034",-929,-3.0660
221,22100000,"-1,044",-938,-3.0950
222,22200000,"-1,056",-950,-3.1320
223,22300000,"-1,072",-964,-3.1770
224,22400000,"-1,087",-978,-3.2200
225,22500000,"-1,102",-991,-3.2630
226,22600000,"-1,113","-1,002",-3.2980
227,22700000,"-1,123","-1,012",-3.3300
228,22800000,"-1,135","-1,022",-3.3630
229,22900000,"-1,145","-1,032",-3.3940
230,23000000,"-1,157","-1,043",-3.4270
231,23100000,"-1,173","-1,058",-3.4750
232,23200000,"-1,189","-1,072",-3.5190
233,23300000,"-1,202","-1,084",-3.5590
234,23400000,"-1,210","-1,092",-3.5830
235,23500000,"-1,218","-1,100",-3.6070
236,23600000,"-1,231","-1,112",-3.6440
237,23700000,"-1,243","-1,123",-3.6800
238,23800000,"-1,256","-1,135",-3.7150
239,23900000,"-1,269","-1,147",-3.7550
240,24000000,"-1,285","-1,161",-3.8010
241,24100000,"-1,302","-1,176",-3.8510
242,24200000,"-1,317","-1,190",-3.8950
243,24300000,"-1,330","-1,202",-3.9320
244,24400000,"-1,340","-1,212",-3.9640
245,24500000,"-1,353","-1,224",-4.0010
246,24600000,"-1,363","-1,234",-4.0320
247,24700000,"-1,374","-1,245",-4.0650
248,24800000,"-1,390","-1,259",-4.1090
249,24900000,"-1,411","-1,277",-4.1690
250,25000000,"-1,426","-1,291",-4.2130
251,25100000,"-1,434","-1,299",-4.2370
252,25200000,"-1,445","-1,309",-4.2710
253,25300000,"-1,457","-1,321",-4.3060
254,25400000,"-1,470","-1,333",-4.3440
255,25500000,"-1,482","-1,344",-4.3790
256,25600000,"-1,492","-1,353",-4.4070
257,25700000,"-1,510","-1,369",-4.4590
258,25800000,"-1,528","-1,386",-4.5140
259,25900000,"-1,540","-1,396",-4.5470
260,26000000,"-1,549","-1,406",-4.5740
261,26100000,"-1,561","-1,417",-4.6090
262,26200000,"-1,577","-1,431",-4.6510
263,26300000,"-1,590","-1,443",-4.6870
264,26400000,"-1,606","-1,458",-4.7350
265,26500000,"-1,628","-1,478",-4.7990
266,26600000,"-1,640","-1,489",-4.8320
267,26700000,"-1,645","-1,494",-4.8490
268,26800000,"-1,656","-1,506",-4.8830
269,26900000,"-1,669","-1,517",-4.9180
270,27000000,"-1,684","-1,531",-4.9650
271,27100000,"-1,698","-1,544",-5.0040
272,27200000,"-1,709","-1,554",-5.0360
273,27300000,"-1,722","-1,566",-5.0720
274,27400000,"-1,740","-1,582",-5.1220
275,27500000,"-1,756","-1,597",-5.1690
276,27600000,"-1,769","-1,609",-5.2070
277,27700000,"-1,779","-1,619",-5.2380
278,27800000,"-1,791","-1,630",-5.2720
279,27900000,"-1,804","-1,642",-5.3110
280,28000000,"-1,819","-1,655",-5.3500
281,28100000,"-1,832","-1,668",-5.3880
282,28200000,"-1,845","-1,679",-5.4260
283,28300000,"-1,859","-1,692",-5.4650
284,28400000,"-1,873","-1,706",-5.5050
285,28500000,"-1,890","-1,720",-5.5510
286,28600000,"-1,900","-1,730",-5.5810
287,28700000,"-1,914","-1,743",-5.6250
288,28800000,"-1,926","-1,755",-5.6600
289,28900000,"-1,942","-1,769",-5.7060
290,29000000,"-1,953","-1,780",-5.7380
291,29100000,"-1,962","-1,789",-5.7650
292,29200000,"-1,976","-1,802",-5.8050
293,29300000,"-1,997","-1,820",-5.8640
294,29400000,"-2,012","-1,834",-5.9080
295,29500000,"-2,029","-1,849",-5.9560
296,29600000,"-2,047","-1,866",-6.0040
297,29700000,"-2,056","-1,875",-6.0330
298,29800000,"-2,065","-1,884",-6.0600
