Scan #,Time,Uniaxial Gage 1 on S1-Ch2 microstrain,Uniaxial Gage 2 on S1-Ch1 microstrain,Load on S1-Ch3 kN
11,1100000,-4,-8,0
12,1200000,-4,-8,0
13,1300000,-4,-8,0
14,1400000,-4,-8,0
15,1500000,-4,-7,0
16,1600000,-4,-8,0
17,1700000,-4,-7,0
18,1800000,-4,-8,0
19,1900000,-4,-8,0
20,2000000,-4,-8,0
21,2100000,-4,-8,0
22,2200000,-4,-8,0
23,2300000,-4,-8,0
24,2400000,-4,-8,0
25,2500000,-4,-8,0
26,2600000,-4,-8,0
27,2700000,-4,-8,0
28,2800000,-4,-8,0
29,2900000,-4,-8,0
30,3000000,-4,-8,0
31,3100000,-4,-8,0
32,3200000,-4,-8,0
33,3300000,-4,-8,0
34,3400000,-4,-8,0
35,3500000,-4,-8,0
36,3600000,-4,-8,0
37,3700000,-4,-8,0
38,3800000,-4,-8,0
39,3900000,-4,-8,0
40,4000000,-4,-8,0
41,4100000,-4,-7,0
42,4200000,-4,-7,0
43,4300000,-4,-7,0
44,4400000,-4,-7,0
45,4500000,-4,-7,0
46,4600000,-4,-8,0
47,4700000,-4,-8,0
48,4800000,-4,-8,0
49,4900000,-4,-8,0
50,5000000,-4,-8,0
51,5100000,-4,-8,0
52,5200000,-4,-8,0
53,5300000,-4,-8,0
54,5400000,-4,-8,0
55,5500000,-4,-8,0
56,5600000,-4,-8,0
57,5700000,-4,-8,0
58,5800000,-4,-8,0
59,5900000,-4,-8,0
60,6000000,-4,-8,0
61,6100000,-4,-8,0
62,6200000,-4,-8,0
63,6300000,-4,-7,0
64,6400000,-4,-7,0
65,6500000,-4,-7,0
66,6600000,-4,-8,0
67,6700000,-4,-7,0
68,6800000,-4,-8,0
69,6900000,-4,-7,0
70,7000000,-4,-8,0
71,7100000,-4,-8,0
72,7200000,-4,-8,0
73,7300000,-4,-7,0
74,7400000,-4,-7,0
75,7500000,-4,-7,0
76,7600000,-4,-7,0
77,7700000,-4,-7,0
78,7800000,-4,-7,0
79,7900000,-4,-7,0
80,8000000,-4,-7,0
81,8100000,-4,-7,0
82,8200000,-4,-7,0
83,8300000,-4,-7,0
84,8400000,-4,-7,0
85,8500000,-4,-7,0
86,8600000,-4,-7,0
87,8700000,-4,-7,0
88,8800000,-4,-7,0
89,8900000,-4,-7,0
90,9000000,-4,-7,0
91,9100000,-4,-7,0
92,9200000,-4,-7,0
93,9300000,-4,-7,0
94,9400000,-4,-7,0
95,9500000,-4,-7,0
96,9600000,-4,-8,0
97,9700000,-4,-7,0
98,9800000,-4,-8,0
99,9900000,-4,-7,0
100,10000000,-4,-8,0
101,10100000,-4,-7,0
102,10200000,-4,-7,0
103,10300000,-4,-8,0
104,10400000,-4,-8,0
105,10500000,-4,-8,0
106,10600000,-4,-8,0
107,10700000,-4,-8,0
108,10800000,-4,-8,0
109,10900000,-4,-8,0
110,11000000,-4,-8,0
111,11100000,-4,-8,0
112,11200000,-4,-8,0
113,11300000,-4,-8,0
114,11400000,-4,-8,0
115,11500000,-4,-8,0
116,11600000,-4,-8,0
117,11700000,-4,-8,0
118,11800000,-4,-8,0
119,11900000,-4,-8,0
120,12000000,-4,-8,0
121,12100000,-4,-8,0
122,12200000,-4,-8,0
123,12300000,-4,-8,0
124,12400000,-4,-8,0
125,12500000,-4,-8,0
126,12600000,-4,-8,0
127,12700000,-4,-8,0
128,12800000,-4,-8,0
129,12900000,-4,-7,0
130,13000000,-4,-8,0
131,13100000,-4,-8,0
132,13200000,-4,-8,0
133,13300000,-4,-8,0
134,13400000,-4,-8,0
135,13500000,-4,-8,0
136,13600000,-4,-7,0
137,13700000,-4,-7,0
138,13800000,-4,-7,0
139,13900000,-4,-8,0
140,14000000,-4,-7,0
141,14100000,-4,-8,0
142,14200000,-4,-8,0
143,14300000,-4,-8,0
144,14400000,-4,-7,0
145,14500000,-4,-8,0
146,14600000,-4,-8,0
147,14700000,-4,-7,0
148,14800000,-4,-7,0
149,14900000,-4,-7,0
150,15000000,-4,-7,0
151,15100000,-4,-7,0
152,15200000,-4,-8,0
153,15300000,-4,-7,0
154,15400000,-4,-7,0
155,15500000,-4,-8,0
156,15600000,-4,-8,0
157,15700000,-4,-8,0
158,15800000,-4,-8,0
159,15900000,-4,-8,0
160,16000000,-4,-8,0
161,16100000,-4,-8,0
162,16200000,-4,-8,0
163,16300000,-4,-8,0
164,16400000,-4,-8,0
165,16500000,-4,-8,0
166,16600000,-4,-9,0
167,16700000,-4,-11,0
168,16800000,-5,-12,0
169,16900000,-6,-13,0
170,17000000,-7,-13,0
171,17100000,-9,-14,0
172,17200000,-12,-16,0
173,17300000,-15,-18,0
174,17400000,-15,-18,0
175,17500000,-16,-19,0
176,17600000,-17,-19,0
177,17700000,-19,-19,0
178,17800000,-21,-19,0
179,17900000,-22,-20,0
180,18000000,-25,-21,0
181,18100000,-27,-23,0
182,18200000,-31,-26,0
183,18300000,-37,-30,0
184,18400000,-42,-35,0
185,18500000,-49,-41,0
186,18600000,-56,-47,0
187,18700000,-62,-51,0
188,18800000,-70,-59,0
189,18900000,-79,-66,0
190,19000000,-85,-71,0
191,19100000,-92,-78,0
192,19200000,-101,-86,0
193,19300000,-107,-91,0
194,19400000,-114,-98,0
195,19500000,-122,-105,0
196,19600000,-136,-118,0
197,19700000,-153,-135,0
198,19800000,-167,-149,0
199,19900000,-180,-161,-1
200,20000000,-192,-173,-1
201,20100000,-204,-185,-1
202,20200000,-221,-203,-1
203,20300000,-242,-223,-1
204,20400000,-261,-242,-1
205,20500000,-278,-259,-1
206,20600000,-295,-277,-1
207,20700000,-316,-298,-1
208,20800000,-332,-314,-1
209,20900000,-346,-328,-1
210,21000000,-360,-342,-1
211,21100000,-378,-361,-1
212,21200000,-397,-380,-1
213,21300000,-414,-397,-1
214,21400000,-435,-417,-1
215,21500000,-457,-439,-1
216,21600000,-473,-455,-1
217,21700000,-487,-469,-2
218,21800000,-500,-483,-2
219,21900000,-515,-498,-2
220,22000000,-532,-516,-2
221,22100000,-553,-536,-2
222,22200000,-571,-555,-2
223,22300000,-588,-571,-2
224,22400000,-604,-588,-2
225,22500000,-624,-608,-2
226,22600000,-640,-624,-2
227,22700000,-654,-639,-2
228,22800000,-669,-654,-2
229,22900000,-687,-672,-2
230,23000000,-706,-691,-2
231,23100000,-721,-706,-2
232,23200000,-737,-722,-2
233,23300000,-754,-740,-2
234,23400000,-769,-754,-2
235,23500000,-783,-767,-2
236,23600000,-795,-780,-2
237,23700000,-811,-796,-3
238,23800000,-836,-820,-3
239,23900000,-854,-837,-3
240,24000000,-871,-853,-3
241,24100000,-887,-870,-3
242,24200000,-902,-884,-3
243,24300000,-914,-897,-3
244,24400000,-925,-908,-3
245,24500000,-940,-923,-3
246,24600000,-960,-943,-3
247,24700000,-981,-963,-3
248,24800000,-998,-979,-3
249,24900000,"-1,012",-994,-3
250,25000000,"-1,029","-1,010",-3
251,25100000,"-1,044","-1,025",-3
252,25200000,"-1,054","-1,035",-3
253,25300000,"-1,066","-1,048",-3
254,25400000,"-1,083","-1,065",-3
255,25500000,"-1,102","-1,083",-3
256,25600000,"-1,122","-1,102",-4
257,25700000,"-1,136","-1,116",-4
258,25800000,"-1,147","-1,128",-4
259,25900000,"-1,161","-1,142",-4
260,26000000,"-1,177","-1,158",-4
261,26100000,"-1,191","-1,172",-4
262,26200000,"-1,206","-1,186",-4
263,26300000,"-1,216","-1,197",-4
264,26400000,"-1,229","-1,210",-4
265,26500000,"-1,245","-1,226",-4
266,26600000,"-1,274","-1,253",-4
267,26700000,"-1,287","-1,265",-4
268,26800000,"-1,294","-1,273",-4
269,26900000,"-1,307","-1,286",-4
270,27000000,"-1,318","-1,298",-4
271,27100000,"-1,328","-1,309",-4
272,27200000,"-1,348","-1,328",-4
273,27300000,"-1,370","-1,348",-4
274,27400000,"-1,383","-1,361",-4
275,27500000,"-1,399","-1,377",-4
276,27600000,"-1,416","-1,393",-4
277,27700000,"-1,424","-1,402",-4
278,27800000,"-1,433","-1,412",-4
279,27900000,"-1,447","-1,425",-5
280,28000000,"-1,466","-1,443",-5
281,28100000,"-1,485","-1,461",-5
282,28200000,"-1,499","-1,476",-5
283,28300000,"-1,515","-1,490",-5
284,28400000,"-1,531","-1,507",-5
285,28500000,"-1,544","-1,520",-5
286,28600000,"-1,554","-1,530",-5
287,28700000,"-1,572","-1,547",-5
288,28800000,"-1,586","-1,561",-5
289,28900000,"-1,600","-1,574",-5
290,29000000,"-1,613","-1,588",-5
291,29100000,"-1,626","-1,601",-5
292,29200000,"-1,641","-1,616",-5
293,29300000,"-1,656","-1,630",-5
294,29400000,"-1,666","-1,640",-5
295,29500000,"-1,677","-1,651",-5
296,29600000,"-1,692","-1,665",-5
297,29700000,"-1,711","-1,684",-5
298,29800000,"-1,729","-1,700",-5
299,29900000,"-1,742","-1,713",-5
300,30000000,"-1,759","-1,729",-5
301,30100000,"-1,775","-1,745",-6
302,30200000,"-1,785","-1,755",-6
303,30300000,"-1,794","-1,765",-6
304,30400000,"-1,804","-1,775",-6
305,30500000,"-1,820","-1,790",-6
306,30600000,"-1,834","-1,804",-6
307,30700000,"-1,849","-1,818",-6
308,30800000,"-1,870","-1,838",-6
309,30900000,"-1,893","-1,859",-6
310,31000000,"-1,905","-1,871",-6
311,31100000,"-1,913","-1,880",-6
312,31200000,"-1,922","-1,889",-6
313,31300000,"-1,936","-1,903",-6
314,31400000,"-1,951","-1,917",-6
315,31500000,"-1,968","-1,934",-6
316,31600000,"-1,989","-1,953",-6
317,31700000,"-2,005","-1,969",-6
318,31800000,"-2,021","-1,983",-6
319,31900000,"-2,030","-1,993",-6
320,32000000,"-2,040","-2,004",-6
321,32100000,"-2,050","-2,014",-6
322,32200000,"-2,062","-2,025",-6
323,32300000,"-2,076","-2,040",-6
324,32400000,"-2,096","-2,058",-7
325,32500000,"-2,111","-2,072",-7
326,32600000,"-2,121","-2,082",-7
327,32700000,"-2,138","-2,099",-7
328,32800000,"-2,158","-2,118",-7
329,32900000,"-2,182","-2,140",-7
330,33000000,"-2,190","-2,148",-7
331,33100000,"-2,202","-2,160",-7
332,33200000,"-2,217","-2,175",-7
333,33300000,"-2,234","-2,191",-7
334,33400000,"-2,248","-2,204",-7
335,33500000,"-2,268","-2,223",-7
336,33600000,"-2,286","-2,241",-7
337,33700000,"-2,294","-2,248",-7
338,33800000,"-2,302","-2,257",-7
339,33900000,"-2,316","-2,270",-7
340,34000000,"-2,330","-2,285",-7
341,34100000,"-2,347","-2,301",-7
342,34200000,"-2,364","-2,317",-7
343,34300000,"-2,382","-2,334",-7
344,34400000,"-2,410","-2,359",-7
345,34500000,"-2,419","-2,369",-7
346,34600000,"-2,427","-2,377",-7
347,34700000,"-2,438","-2,389",-8
348,34800000,"-2,449","-2,400",-8
349,34900000,"-2,472","-2,421",-8
350,35000000,"-2,498","-2,445",-8
351,35100000,"-2,515","-2,460",-8
352,35200000,"-2,530","-2,476",-8
353,35300000,"-2,538","-2,484",-8
354,35400000,"-2,550","-2,496",-8
355,35500000,"-2,564","-2,510",-8
356,35600000,"-2,575","-2,521",-8
357,35700000,"-2,588","-2,533",-8
358,35800000,"-2,603","-2,548",-8
359,35900000,"-2,620","-2,564",-8
360,36000000,"-2,640","-2,582",-8
361,36100000,"-2,657","-2,598",-8
362,36200000,"-2,675","-2,615",-8
363,36300000,"-2,689","-2,629",-8
364,36400000,"-2,701","-2,641",-8
365,36500000,"-2,715","-2,654",-8
366,36600000,"-2,731","-2,669",-8
367,36700000,"-2,756","-2,692",-8
368,36800000,"-2,772","-2,708",-9
369,36900000,"-2,785","-2,720",-9
370,37000000,"-2,807","-2,742",-9
371,37100000,"-2,815","-2,749",-9
372,37200000,"-2,826","-2,762",-9
373,37300000,"-2,837","-2,772",-9
374,37400000,"-2,853","-2,787",-9
375,37500000,"-2,869","-2,803",-9
376,37600000,"-2,890","-2,821",-9
377,37700000,"-2,911","-2,841",-9
378,37800000,"-2,929","-2,858",-9
379,37900000,"-2,944","-2,873",-9
380,38000000,"-2,954","-2,883",-9
381,38100000,"-2,966","-2,895",-9
382,38200000,"-2,983","-2,911",-9
383,38300000,"-2,996","-2,924",-9
384,38400000,"-3,011","-2,938",-9
385,38500000,"-3,030","-2,956",-9
386,38600000,"-3,049","-2,974",-9
387,38700000,"-3,068","-2,991",-9
388,38800000,"-3,079","-3,002",-9
389,38900000,"-3,088","-3,012",-9
390,39000000,"-3,100","-3,023",-9
391,39100000,"-3,114","-3,037",-10
392,39200000,"-3,137","-3,058",-10
393,39300000,"-3,156","-3,076",-10
394,39400000,"-3,173","-3,092",-10
395,39500000,"-3,188","-3,106",-10
396,39600000,"-3,203","-3,121",-10
397,39700000,"-3,218","-3,136",-10
398,39800000,"-3,238","-3,154",-10
399,39900000,"-3,257","-3,172",-10
400,40000000,"-3,269","-3,184",-10
401,40100000,"-3,283","-3,197",-10
402,40200000,"-3,297","-3,212",-10
403,40300000,"-3,316","-3,229",-10
404,40400000,"-3,333","-3,245",-10
405,40500000,"-3,349","-3,260",-10
406,40600000,"-3,360","-3,272",-10
407,40700000,"-3,376","-3,287",-10
408,40800000,"-3,390","-3,300",-10
409,40900000,"-3,401","-3,312",-10
410,41000000,"-3,421","-3,330",-10
411,41100000,"-3,443","-3,350",-10
412,41200000,"-3,469","-3,373",-11
413,41300000,"-3,492","-3,395",-11
414,41400000,"-3,498","-3,402",-11
415,41500000,"-3,504","-3,410",-11
416,41600000,"-3,519","-3,424",-11
417,41700000,"-3,531","-3,435",-11
418,41800000,"-3,550","-3,454",-11
419,41900000,"-3,568","-3,470",-11
420,42000000,"-3,585","-3,486",-11
421,42100000,"-3,600","-3,500",-11
422,42200000,"-3,617","-3,516",-11
423,42300000,"-3,631","-3,530",-11
424,42400000,"-3,645","-3,543",-11
425,42500000,"-3,665","-3,562",-11
426,42600000,"-3,677","-3,574",-11
427,42700000,"-3,698","-3,593",-11
428,42800000,"-3,713","-3,607",-11
429,42900000,"-3,728","-3,622",-11
430,43000000,"-3,747","-3,640",-11
431,43100000,"-3,763","-3,655",-11
432,43200000,"-3,775","-3,666",-11
433,43300000,"-3,788","-3,680",-11
434,43400000,"-3,807","-3,697",-12
435,43500000,"-3,828","-3,717",-12
436,43600000,"-3,844","-3,732",-12
437,43700000,"-3,859","-3,746",-12
438,43800000,"-3,879","-3,765",-12
439,43900000,"-3,894","-3,779",-12
440,44000000,"-3,904","-3,790",-12
441,44100000,"-3,919","-3,804",-12
442,44200000,"-3,935","-3,819",-12
443,44300000,"-3,949","-3,832",-12
444,44400000,"-3,963","-3,846",-12
445,44500000,"-3,987","-3,868",-12
446,44600000,"-4,014","-3,892",-12
447,44700000,"-4,027","-3,905",-12
448,44800000,"-4,040","-3,917",-12
449,44900000,"-4,052","-3,929",-12
450,45000000,"-4,065","-3,942",-12
451,45100000,"-4,077","-3,954",-12
452,45200000,"-4,090","-3,967",-12
453,45300000,"-4,103","-3,979",-12
454,45400000,"-4,131","-4,005",-12
455,45500000,"-4,165","-4,034",-13
456,45600000,"-4,175","-4,044",-13
457,45700000,"-4,184","-4,055",-13
458,45800000,"-4,198","-4,068",-13
459,45900000,"-4,211","-4,081",-13
460,46000000,"-4,225","-4,094",-13
461,46100000,"-4,245","-4,113",-13
462,46200000,"-4,266","-4,132",-13
463,46300000,"-4,283","-4,147",-13
464,46400000,"-4,299","-4,162",-13
465,46500000,"-4,315","-4,178",-13
466,46600000,"-4,329","-4,192",-13
467,46700000,"-4,340","-4,202",-13
468,46800000,"-4,355","-4,217",-13
469,46900000,"-4,372","-4,232",-13
470,47000000,"-4,396","-4,254",-13
471,47100000,"-4,417","-4,273",-13
472,47200000,"-4,434","-4,290",-13
473,47300000,"-4,449","-4,304",-13
474,47400000,"-4,463","-4,317",-13
475,47500000,"-4,478","-4,332",-13
476,47600000,"-4,492","-4,345",-13
477,47700000,"-4,511","-4,364",-13
478,47800000,"-4,527","-4,378",-14
479,47900000,"-4,541","-4,391",-14
480,48000000,"-4,564","-4,412",-14
481,48100000,"-4,584","-4,431",-14
482,48200000,"-4,598","-4,444",-14
483,48300000,"-4,604","-4,451",-14
484,48400000,"-4,617","-4,464",-14
485,48500000,"-4,635","-4,480",-14
486,48600000,"-4,648","-4,493",-14
487,48700000,"-4,667","-4,509",-14
488,48800000,"-4,687","-4,528",-14
489,48900000,"-4,711","-4,550",-14
490,49000000,"-4,729","-4,567",-14
491,49100000,"-4,747","-4,583",-14
492,49200000,"-4,758","-4,594",-14
493,49300000,"-4,771","-4,607",-14
494,49400000,"-4,785","-4,621",-14
495,49500000,"-4,796","-4,631",-14
496,49600000,"-4,817","-4,650",-14
497,49700000,"-4,842","-4,673",-14
498,49800000,"-4,853","-4,683",-14
499,49900000,"-4,872","-4,701",-14
500,50000000,"-4,886","-4,714",-15
501,50100000,"-4,905","-4,732",-15
502,50200000,"-4,919","-4,745",-15
503,50300000,"-4,935","-4,760",-15
504,50400000,"-4,954","-4,777",-15
505,50500000,"-4,972","-4,794",-15
506,50600000,"-4,991","-4,812",-15
507,50700000,"-5,011","-4,830",-15
508,50800000,"-5,028","-4,846",-15
509,50900000,"-5,037","-4,855",-15
510,51000000,"-5,051","-4,868",-15
511,51100000,"-5,065","-4,882",-15
512,51200000,"-5,078","-4,894",-15
513,51300000,"-5,096","-4,911",-15
514,51400000,"-5,119","-4,931",-15
515,51500000,"-5,135","-4,946",-15
516,51600000,"-5,153","-4,962",-15
517,51700000,"-5,176","-4,983",-15
518,51800000,"-5,188","-4,995",-15
519,51900000,"-5,200","-5,006",-15
520,52000000,"-5,217","-5,022",-15
521,52100000,"-5,231","-5,035",-15
522,52200000,"-5,250","-5,052",-15
523,52300000,"-5,276","-5,076",-16
524,52400000,"-5,302","-5,099",-16
525,52500000,"-5,312","-5,109",-16
526,52600000,"-5,323","-5,120",-16
527,52700000,"-5,334","-5,131",-16
528,52800000,"-5,348","-5,144",-16
529,52900000,"-5,366","-5,160",-16
530,53000000,"-5,382","-5,175",-16
531,53100000,"-5,399","-5,190",-16
532,53200000,"-5,421","-5,210",-16
533,53300000,"-5,443","-5,230",-16
534,53400000,"-5,463","-5,248",-16
535,53500000,"-5,477","-5,262",-16
536,53600000,"-5,486","-5,270",-16
537,53700000,"-5,507","-5,290",-16
538,53800000,"-5,527","-5,308",-16
539,53900000,"-5,546","-5,325",-16
540,54000000,"-5,567","-5,344",-16
541,54100000,"-5,583","-5,359",-16
542,54200000,"-5,595","-5,371",-16
543,54300000,"-5,609","-5,384",-16
544,54400000,"-5,621","-5,395",-16
545,54500000,"-5,633","-5,407",-17
546,54600000,"-5,647","-5,420",-17
547,54700000,"-5,664","-5,434",-17
548,54800000,"-5,681","-5,450",-17
549,54900000,"-5,708","-5,474",-17
550,55000000,"-5,732","-5,495",-17
551,55100000,"-5,743","-5,505",-17
552,55200000,"-5,753","-5,516",-17
553,55300000,"-5,769","-5,530",-17
554,55400000,"-5,783","-5,543",-17
555,55500000,"-5,801","-5,559",-17
556,55600000,"-5,821","-5,577",-17
557,55700000,"-5,845","-5,598",-17
558,55800000,"-5,863","-5,615",-17
559,55900000,"-5,886","-5,635",-17
560,56000000,"-5,896","-5,645",-17
561,56100000,"-5,907","-5,655",-17
562,56200000,"-5,920","-5,667",-17
563,56300000,"-5,934","-5,681",-17
564,56400000,"-5,954","-5,699",-17
565,56500000,"-5,973","-5,715",-17
566,56600000,"-5,987","-5,728",-17
567,56700000,"-6,007","-5,746",-18
568,56800000,"-6,027","-5,763",-18
569,56900000,"-6,038","-5,774",-18
570,57000000,"-6,059","-5,792",-18
571,57100000,"-6,077","-5,809",-18
572,57200000,"-6,095","-5,825",-18
573,57300000,"-6,111","-5,840",-18
574,57400000,"-6,133","-5,859",-18
575,57500000,"-6,149","-5,874",-18
576,57600000,"-6,160","-5,884",-18
577,57700000,"-6,173","-5,896",-18
578,57800000,"-6,188","-5,910",-18
579,57900000,"-6,207","-5,927",-18
580,58000000,"-6,223","-5,941",-18
581,58100000,"-6,243","-5,958",-18
582,58200000,"-6,260","-5,974",-18
583,58300000,"-6,277","-5,989",-18
584,58400000,"-6,297","-6,006",-18
585,58500000,"-6,310","-6,018",-18
586,58600000,"-6,325","-6,033",-18
587,58700000,"-6,351","-6,055",-18
588,58800000,"-6,371","-6,073",-18
589,58900000,"-6,385","-6,085",-18
590,59000000,"-6,398","-6,097",-18
591,59100000,"-6,413","-6,111",-19
592,59200000,"-6,437","-6,132",-19
593,59300000,"-6,456","-6,148",-19
594,59400000,"-6,469","-6,160",-19
595,59500000,"-6,490","-6,180",-19
596,59600000,"-6,506","-6,193",-19
597,59700000,"-6,518","-6,204",-19
598,59800000,"-6,533","-6,218",-19
599,59900000,"-6,548","-6,231",-19
600,60000000,"-6,565","-6,247",-19
601,60100000,"-6,593","-6,270",-19
602,60200000,"-6,622","-6,295",-19
603,60300000,"-6,638","-6,309",-19
604,60400000,"-6,646","-6,317",-19
605,60500000,"-6,661","-6,332",-19
606,60600000,"-6,674","-6,343",-19
607,60700000,"-6,688","-6,355",-19
608,60800000,"-6,701","-6,367",-19
609,60900000,"-6,721","-6,385",-19
610,61000000,"-6,744","-6,404",-19
611,61100000,"-6,760","-6,419",-19
612,61200000,"-6,778","-6,434",-19
613,61300000,"-6,790","-6,445",-19
614,61400000,"-6,805","-6,458",-20
615,61500000,"-6,817","-6,469",-20
616,61600000,"-6,839","-6,487",-20
617,61700000,"-6,855","-6,501",-20
618,61800000,"-6,883","-6,526",-20
619,61900000,"-6,912","-6,550",-20
620,62000000,"-6,919","-6,556",-20
621,62100000,"-6,932","-6,569",-20
622,62200000,"-6,948","-6,583",-20
623,62300000,"-6,962","-6,595",-20
624,62400000,"-6,977","-6,609",-20
625,62500000,"-6,995","-6,625",-20
626,62600000,"-7,020","-6,646",-20
627,62700000,"-7,045","-6,667",-20
628,62800000,"-7,061","-6,681",-20
629,62900000,"-7,072","-6,691",-20
630,63000000,"-7,087","-6,704",-20
631,63100000,"-7,101","-6,717",-20
632,63200000,"-7,113","-6,728",-20
633,63300000,"-7,131","-6,742",-20
634,63400000,"-7,153","-6,762",-20
635,63500000,"-7,174","-6,779",-20
636,63600000,"-7,194","-6,796",-20
637,63700000,"-7,209","-6,810",-21
638,63800000,"-7,224","-6,822",-21
639,63900000,"-7,242","-6,838",-21
640,64000000,"-7,256","-6,851",-21
641,64100000,"-7,273","-6,865",-21
642,64200000,"-7,291","-6,880",-21
643,64300000,"-7,310","-6,896",-21
644,64400000,"-7,346","-6,926",-21
645,64500000,"-7,356","-6,935",-21
646,64600000,"-7,366","-6,945",-21
647,64700000,"-7,384","-6,960",-21
648,64800000,"-7,399","-6,974",-21
649,64900000,"-7,411","-6,983",-21
650,65000000,"-7,435","-7,004",-21
651,65100000,"-7,469","-7,032",-21
652,65200000,"-7,484","-7,045",-21
653,65300000,"-7,497","-7,057",-21
654,65400000,"-7,512","-7,070",-21
655,65500000,"-7,526","-7,083",-21
656,65600000,"-7,538","-7,093",-21
657,65700000,"-7,553","-7,106",-21
658,65800000,"-7,577","-7,126",-21
659,65900000,"-7,593","-7,139",-21
660,66000000,"-7,617","-7,159",-22
661,66100000,"-7,639","-7,178",-22
662,66200000,"-7,650","-7,187",-22
663,66300000,"-7,668","-7,202",-22
664,66400000,"-7,689","-7,220",-22
