Specimen name,"CAG-CF-ER-Comp-E7"
Width,"9.80000",mm
Thickness,"2.30000",mm
Failure mode,Valid

Load,Extension,Front Strain,Rear Strain,Time
"2.04895","0.14967","1635.15215","1813.70496","9.00000"
"2.07003","0.15135","1651.83621","1832.70429","9.10000"
"2.09025","0.15298","1668.85264","1849.34889","9.20000"
"2.10808","0.15445","1683.31480","1864.42840","9.30000"
"2.13517","0.15650","1704.91205","1887.98259","9.40000"
"2.15266","0.15800","1720.10995","1902.73579","9.50000"
"2.16986","0.15950","1734.65000","1918.49284","9.60000"
"2.19363","0.16135","1755.63106","1939.35947","9.70000"
"2.21423","0.16308","1772.80384","1957.99209","9.80000"
"2.23071","0.16460","1787.38800","1971.69650","9.90000"
"2.24967","0.16617","1804.19465","1987.70501","10.00000"
"2.27223","0.16801","1821.69105","2007.31843","10.10000"
"2.29304","0.16973","1839.57221","2025.86548","10.20000"
"2.30920","0.17117","1852.85741","2038.43322","10.30000"
"2.33384","0.17307","1875.98180","2060.20591","10.40000"
"2.35421","0.17475","1891.13594","2078.17322","10.50000"
"2.36994","0.17616","1904.39855","2091.83479","10.60000"
"2.39236","0.17789","1922.98158","2111.91294","10.70000"
"2.41430","0.17966","1941.12875","2131.24114","10.80000"
"2.43762","0.18147","1962.03100","2151.66272","10.90000"
"2.45305","0.18284","1975.23111","2165.15665","11.00000"
"2.47665","0.18465","1994.48923","2185.76193","11.10000"
"2.49983","0.18645","2013.16015","2206.51808","11.20000"
"2.51362","0.18775","2024.70971","2217.62410","11.30000"
"2.54044","0.18972","2044.86563","2242.17610","11.40000"
"2.55949","0.19133","2063.90279","2258.42441","11.50000"
"2.58197","0.19310","2082.02424","2278.30303","11.60000"
"2.59661","0.19443","2093.74446","2291.09172","11.70000"
"2.62132","0.19631","2114.25847","2313.10260","11.80000"
"2.64543","0.19818","2134.74827","2334.81452","11.90000"
"2.65826","0.19944","2145.73136","2345.16640","12.00000"
"2.68596","0.20147","2169.17088","2370.99617","12.10000"
"2.70166","0.20290","2182.16097","2384.96019","12.20000"
"2.72571","0.20478","2203.11619","2406.80459","12.30000"
"2.74178","0.20621","2216.24947","2421.31180","12.40000"
"2.76459","0.20802","2234.24984","2441.94572","12.50000"
"2.78945","0.20996","2255.64395","2464.50026","12.60000"
"2.79892","0.21105","2264.69571","2473.05934","12.70000"
"2.82689","0.21311","2288.06026","2498.91030","12.80000"
"2.84358","0.21461","2301.42544","2514.17211","12.90000"
"2.86635","0.21645","2320.95039","2534.72594","13.00000"
"2.88299","0.21792","2334.45805","2549.74514","13.10000"
"2.90390","0.21964","2352.32455","2569.61770","13.20000"
"2.92756","0.22152","2371.99571","2589.64277","13.30000"
"2.93845","0.22270","2381.61115","2599.58510","13.40000"
"2.96739","0.22484","2405.89725","2626.27844","13.50000"
"2.98366","0.22635","2419.56487","2641.42221","13.60000"
"3.00273","0.22801","2435.34753","2658.96483","13.70000"
"3.02099","0.22959","2449.90969","2675.64459","13.80000"
"3.04112","0.23131","2467.04975","2695.30644","13.90000"
"3.06331","0.23315","2485.55443","2715.15409","14.00000"
"3.07465","0.23438","2494.59920","2724.55113","14.10000"
"3.10253","0.23653","2517.50485","2749.65330","14.20000"
"3.11783","0.23801","2529.25279","2763.83525","14.30000"
"3.13471","0.23959","2544.44196","2780.25982","14.40000"
"3.15462","0.24129","2560.99459","2797.81665","14.50000"
"3.17435","0.24302","2577.02265","2816.74531","14.60000"
"3.19413","0.24477","2595.56575","2834.54871","14.70000"
"3.20530","0.24602","2604.21331","2845.56672","14.80000"
"3.23125","0.24807","2625.99438","2869.36876","14.90000"
"3.24942","0.24973","2639.81172","2886.21360","15.00000"
"3.26367","0.25119","2653.33080","2898.39786","15.10000"
"3.28658","0.25307","2673.20708","2919.91630","15.20000"
"3.30444","0.25473","2689.25633","2935.31828","15.30000"
"3.32133","0.25632","2701.82313","2953.16568","15.40000"
"3.33568","0.25772","2713.97852","2965.86216","15.50000"
"3.36045","0.25971","2735.04551","2988.70960","15.60000"
"3.38057","0.26146","2750.63934","3006.79402","15.70000"
"3.39398","0.26286","2763.42779","3018.37455","15.80000"
"3.41651","0.26470","2783.80373","3038.86947","15.90000"
"3.43650","0.26643","2799.57592","3056.87683","16.00000"
"3.45181","0.26791","2812.33760","3071.81152","16.10000"
"3.46980","0.26948","2826.89789","3088.14878","16.20000"
"3.49349","0.27141","2848.29806","3111.47887","16.30000"
"3.51410","0.27317","2865.86117","3129.25619","16.40000"
"3.52677","0.27448","2876.37231","3141.65046","16.50000"
"3.55097","0.27641","2899.41533","3164.49418","16.60000"
"3.57065","0.27812","2915.62895","3180.48918","16.70000"
"3.58419","0.27950","2928.13964","3193.23223","16.80000"
"3.60627","0.28126","2947.38822","3214.65568","16.90000"
"3.62606","0.28299","2962.47751","3232.24859","17.00000"
"3.64770","0.28478","2981.60780","3251.70043","17.10000"
"3.66157","0.28615","2992.93618","3264.13289","17.20000"
"3.68568","0.28806","3015.18710","3287.05017","17.30000"
"3.70710","0.28985","3031.65591","3307.75930","17.40000"
"3.71829","0.29109","3042.64808","3319.12073","17.50000"
"3.74227","0.29295","3063.30528","3341.04570","17.60000"
"3.76108","0.29461","3079.50168","3358.24210","17.70000"
"3.78284","0.29641","3098.21917","3378.11769","17.80000"
"3.79924","0.29790","3112.09518","3393.52596","17.90000"
"3.82143","0.29972","3131.00405","3414.36942","18.00000"
"3.84251","0.30147","3149.74831","3434.03849","18.10000"
"3.85425","0.30272","3160.44316","3445.46442","18.20000"
"3.88122","0.30473","3182.10595","3470.89348","18.30000"
"3.89867","0.30632","3198.25695","3487.09640","18.40000"
"3.91937","0.30805","3217.83614","3507.17478","18.50000"
"3.93585","0.30953","3231.87071","3522.13765","18.60000"
"3.95850","0.31136","3251.66993","3543.37809","18.70000"
"3.97979","0.31312","3267.80090","3563.10513","18.80000"
"3.99172","0.31437","3277.50156","3573.90661","18.90000"
"4.02131","0.31653","3301.36600","3599.90681","19.00000"
"4.03552","0.31795","3314.94794","3613.63939","19.10000"
"4.05577","0.31964","3331.77997","3633.02184","19.20000"
"4.07431","0.32123","3348.01362","3650.76400","19.30000"
"4.09648","0.32304","3367.59561","3671.92156","19.40000"
"4.11858","0.32486","3386.83906","3694.22836","19.50000"
"4.13001","0.32608","3396.05520","3705.23008","19.60000"
"4.15751","0.32814","3418.95176","3730.77183","19.70000"
"4.17401","0.32965","3433.74605","3746.26624","19.80000"
"4.19362","0.33130","3449.51381","3764.69363","19.90000"
"4.21413","0.33300","3466.68344","3784.59529","20.00000"
"4.23416","0.33469","3484.29801","3804.87717","20.10000"
"4.25560","0.33648","3504.17476","3824.86731","20.20000"
"4.26807","0.33773","3514.74690","3835.83852","20.30000"
"4.29500","0.33976","3537.35546","3863.09088","20.40000"
"4.31310","0.34133","3554.56932","3878.70520","20.50000"
"4.33199","0.34298","3571.26491","3899.52795","20.60000"
"4.35326","0.34470","3588.83664","3918.30783","20.70000"
"4.37194","0.34630","3604.43024","3936.81508","20.80000"
"4.39348","0.34808","3622.22665","3957.98497","20.90000"
"4.40773","0.34943","3636.02885","3973.28893","21.00000"
"4.43426","0.35145","3658.48769","3999.66724","21.10000"
"4.45354","0.35308","3674.59888","4017.71627","21.20000"
"4.46894","0.35452","3690.09981","4031.73827","21.30000"
"4.49237","0.35634","3711.05433","4054.86580","21.40000"
"4.51304","0.35805","3729.20488","4074.27642","21.50000"
"4.53189","0.35970","3746.89419","4093.66423","21.60000"
"4.54804","0.36115","3762.05286","4111.34539","21.70000"
"4.57172","0.36302","3783.97829","4135.85408","21.80000"
"4.59264","0.36474","3801.79961","4158.43958","21.90000"
"4.60757","0.36615","3815.87422","4176.11934","22.00000"
"4.63192","0.36804","3838.64506","4201.17984","22.10000"
"4.65375","0.36982","3857.45894","4223.80446","22.20000"
"4.66907","0.37128","3872.03624","4239.86232","22.30000"
"4.68735","0.37282","3887.05055","4257.49412","22.40000"
"4.71005","0.37464","3908.66678","4281.25216","22.50000"
"4.73223","0.37643","3929.86927","4303.25232","22.60000"
"4.74706","0.37783","3944.69872","4319.06804","22.70000"
"4.77212","0.37975","3966.26955","4343.66800","22.80000"
"4.79223","0.38144","3984.87644","4363.96571","22.90000"
"4.80640","0.38285","3994.34706","4387.08020","23.00000"
"4.82766","0.38454","4012.36536","4409.65593","23.10000"
"4.84982","0.38634","4032.39811","4433.44004","23.20000"
"4.87234","0.38815","4053.55729","4456.15966","23.30000"
"4.88609","0.38949","4066.55110","4471.65919","23.40000"
"4.91065","0.39139","4087.33170","4497.55182","23.50000"
"4.93128","0.39312","4106.27434","4520.67237","23.60000"
"4.94405","0.39442","4121.14803","4536.58681","23.70000"
"4.97165","0.39645","4144.43994","4565.15420","23.80000"
"4.98831","0.39798","4161.12226","4584.89265","23.90000"
"5.00933","0.39970","4180.76664","4607.61553","24.00000"
"5.02497","0.40113","4194.86547","4624.62334","24.10000"
"5.04958","0.40306","4213.65770","4661.97543","24.20000"
"5.07132","0.40486","4227.48551","4699.64650","24.30000"
"5.08225","0.40607","4239.12331","4716.05361","24.40000"
"5.11014","0.40811","4263.26599","4748.67504","24.50000"
"5.12556","0.40960","4279.76483","4818.85625","24.60000"
"5.14773","0.41139","4299.90562","4847.00780","24.70000"
"5.16464","0.41290","4315.89643","4868.50366","24.80000"
"5.18706","0.41472","4336.02650","4899.16140","24.90000"
"5.20819","0.41647","4354.94725","4925.07126","25.00000"
"5.21505","0.41767","4328.61317","4996.79567","25.10000"
"5.24404","0.41984","4338.30125","5059.54307","25.20000"
"5.25909","0.42126","4352.04804","5085.66992","25.30000"
"5.28129","0.42304","4369.06470","5117.39589","25.40000"
"5.29966","0.42461","4383.56912","5143.13625","25.50000"
"5.31886","0.42624","4400.44980","5168.54785","25.60000"
"5.34321","0.42816","4423.16011","5199.88593","25.70000"
"5.35374","0.42934","4432.72339","5215.76265","25.80000"
"5.38439","0.43157","4458.67516","5253.93477","25.90000"
"5.39899","0.43302","4459.15293","5259.14319","26.00000"
"5.41662","0.43459","4473.32533","5280.51192","26.10000"
"5.43655","0.43625","4479.42642","5292.04169","26.20000"
"5.45625","0.43792","4493.60767","5313.97760","26.30000"
"5.48069","0.43985","4512.68908","5345.15874","26.40000"
"5.49248","0.44109","4522.79067","5362.62849","26.50000"
"5.52051","0.44318","4546.80249","5398.17335","26.60000"
"5.53615","0.44465","4559.32599","5419.43451","26.70000"
"5.55444","0.44625","4573.77685","5443.58278","26.80000"
"5.57637","0.44801","4592.17280","5469.59369","26.90000"
"5.59626","0.44971","4610.94966","5494.60389","27.00000"
"5.61642","0.45144","4629.64829","5519.36263","27.10000"
"5.62949","0.45274","4639.51007","5536.24192","27.20000"
"5.65346","0.45474","4671.21182","5575.50881","27.30000"
"5.67318","0.45644","4688.45945","5601.26733","27.40000"
"5.68815","0.45790","4701.56409","5619.26886","27.50000"
"5.71128","0.45975","4720.98775","5651.28727","27.60000"
"5.72849","0.46133","4735.58391","5683.41091","27.70000"
"5.74797","0.46302","4752.31698","5716.17763","27.80000"
"5.76383","0.46447","4766.43583","5743.06864","27.90000"
"5.78724","0.46638","4788.45881","5780.64378","28.00000"
"5.80831","0.46816","4807.01029","5802.04185","28.10000"
"5.82101","0.46949","4819.62319","5825.17264","28.20000"
"5.84525","0.47138","4839.42265","5857.95520","28.30000"
"5.86427","0.47306","4854.33079","5889.47162","28.40000"
"5.88062","0.47459","4870.78354","5915.54353","28.50000"
"5.90005","0.47622","4887.96132","5945.79149","28.60000"
"5.92209","0.47804","4907.54982","5976.94842","28.70000"
"5.94283","0.47979","4921.33433","6004.75119","28.80000"
"5.77994","0.48061","3764.53693","6096.28996","28.86000"
"5.60044","0.48063","2409.99903","6211.01074","28.86200"
"5.36954","0.48066","632.12565","6375.96380","28.86400"
"5.23872","0.48067","-381.46888","6473.78666","28.86500"
"5.09934","0.48068","-1462.81067","6579.04148","28.86600"
"4.95277","0.48070","-2601.85963","6689.79250","28.86700"
"4.80032","0.48072","-3789.40906","6804.67580","28.86800"
"4.64292","0.48073","-5016.90665","6922.82431","28.86900"
"4.48167","0.48075","-6276.37608","7043.52884","28.87000"
"4.31748","0.48077","-7560.39331","7166.10253","28.87100"
"4.15108","0.48079","-8862.07260","7289.92186","28.87200"
"3.98343","0.48082","-10175.04092","7414.45506","28.87300"
"3.81522","0.48084","-11493.39974","7539.22295","28.87400"
"3.64706","0.48087","-12811.71199","7663.73007","28.87500"
"3.47968","0.48090","-14124.97647","7787.48514","28.87600"
"3.31357","0.48093","-15428.63064","7910.08212","28.87700"
"3.14925","0.48097","-16718.52916","8031.17920","28.87800"
"2.98725","0.48100","-17990.93373","8150.46020","28.87900"
"2.82792","0.48104","-19242.50275","8267.64666","28.88000"
"2.67168","0.48108","-20470.28951","8382.48897","28.88100"
"2.51887","0.48112","-21671.71240","8494.75339","28.88200"
"2.36971","0.48117","-22844.50829","8604.22105","28.88300"
"2.22449","0.48121","-23986.71396","8710.70847","28.88400"
"2.08343","0.48126","-25096.61764","8814.07782","28.88500"
"1.94668","0.48131","-26172.74970","8914.20990","28.88600"
"1.81441","0.48137","-27213.88824","9010.99946","28.88700"
"1.68673","0.48142","-28219.03676","9104.36921","28.88800"
"1.44546","0.48154","-30118.49895","9280.61642","28.89000"
"1.22334","0.48166","-31867.56000","9442.69449","28.89200"
"1.02050","0.48178","-33465.68719","9590.68444","28.89400"
"0.83678","0.48192","-34914.46748","9724.78837","28.89600"
"0.67173","0.48205","-36217.10464","9845.30430","28.89800"
"0.52472","0.48219","-37378.31488","9952.72491","28.90000"
"0.39494","0.48233","-38404.30826","10047.63972","28.90200"
"0.23055","0.48253","-39706.20036","10167.84180","28.90500"
"0.09940","0.48274","-40747.53448","10263.70469","28.90800"
