Specimen name,"CAG-CF-ER-Comp-E1"
Width,"9.80000",mm
Thickness,"2.30000",mm
Failure mode,Valid

Load,Extension,Front Strain,Rear Strain,Time
"1.45906","0.10118","1141.64280","1207.18917","6.10000"
"1.48501","0.10304","1163.10245","1229.35802","6.20000"
"1.50864","0.10477","1180.97977","1247.79472","6.30000"
"1.52617","0.10615","1196.79852","1261.60029","6.40000"
"1.55275","0.10805","1217.66503","1284.82643","6.50000"
"1.57851","0.10991","1238.73493","1306.11099","6.60000"
"1.59290","0.11117","1252.26297","1316.78733","6.70000"
"1.61699","0.11291","1271.81702","1336.62357","6.80000"
"1.63973","0.11464","1289.24625","1355.79135","6.90000"
"1.66491","0.11649","1309.53419","1376.44971","7.00000"
"1.68152","0.11786","1323.78575","1389.88893","7.10000"
"1.70602","0.11967","1343.16937","1410.51668","7.20000"
"1.73169","0.12154","1364.00736","1431.81998","7.30000"
"1.74541","0.12277","1375.23084","1442.90598","7.40000"
"1.77218","0.12467","1396.99352","1466.11617","7.50000"
"1.79338","0.12633","1414.67398","1483.52736","7.60000"
"1.81636","0.12807","1434.83479","1501.58303","7.70000"
"1.83330","0.12946","1449.18601","1515.49187","7.80000"
"1.85848","0.13132","1468.84157","1536.86013","7.90000"
"1.88444","0.13326","1490.63976","1557.91407","8.00000"
"1.89671","0.13442","1500.84018","1567.75140","8.10000"
"1.92512","0.13644","1523.15921","1592.42365","8.20000"
"1.94260","0.13792","1538.97947","1606.54844","8.30000"
"1.96574","0.13969","1557.44050","1625.77583","8.40000"
"1.98402","0.14119","1573.01303","1641.12588","8.50000"
"2.00807","0.14301","1593.80457","1661.43978","8.60000"
"2.03372","0.14494","1614.06002","1682.44448","8.70000"
"2.04429","0.14603","1623.90165","1691.25025","8.80000"
"2.07349","0.14811","1647.86726","1715.69991","8.90000"
"2.09081","0.14959","1662.42488","1731.27488","9.00000"
"2.11297","0.15132","1679.83235","1750.55175","9.10000"
"2.13307","0.15293","1697.87405","1766.88319","9.20000"
"2.15586","0.15471","1718.11366","1785.72175","9.30000"
"2.17843","0.15648","1735.84046","1804.71165","9.40000"
"2.19044","0.15766","1746.86825","1814.52127","9.50000"
"2.22178","0.15988","1773.12805","1840.56535","9.60000"
"2.23857","0.16136","1788.25320","1854.15032","9.70000"
"2.25819","0.16297","1804.42596","1871.40645","9.80000"
"2.27908","0.16463","1821.08674","1888.90321","9.90000"
"2.30071","0.16635","1839.21354","1906.69193","10.00000"
"2.32235","0.16808","1858.06991","1924.63549","10.10000"
"2.33649","0.16936","1869.87559","1936.35956","10.20000"
"2.36734","0.17158","1895.98626","1962.25080","10.30000"
"2.38279","0.17299","1909.49114","1976.34660","10.40000"
"2.40111","0.17454","1924.19498","1990.95858","10.50000"
"2.42409","0.17631","1943.31305","2009.97200","10.60000"
"2.44563","0.17804","1961.80446","2028.65177","10.70000"
"2.46594","0.17971","1980.27329","2044.28774","10.80000"
"2.48117","0.18107","1991.84730","2057.36072","10.90000"
"2.50857","0.18311","2015.06959","2080.33016","11.00000"
"2.52761","0.18470","2031.70045","2096.67766","11.10000"
"2.54458","0.18619","2047.24050","2111.39512","11.20000"
"2.56925","0.18806","2067.36592","2131.06954","11.30000"
"2.58962","0.18973","2084.50062","2148.90763","11.40000"
"2.60735","0.19125","2099.83625","2164.59110","11.50000"
"2.62618","0.19279","2115.17862","2180.20496","11.60000"
"2.65175","0.19474","2136.58810","2201.89872","11.70000"
"2.67280","0.19643","2155.91164","2218.09116","11.80000"
"2.68809","0.19783","2168.66820","2229.76110","11.90000"
"2.71325","0.19971","2190.22296","2251.55242","12.00000"
"2.73362","0.20137","2209.27666","2267.87408","12.10000"
"2.75023","0.20285","2223.95873","2283.27629","12.20000"
"2.77258","0.20458","2241.25385","2302.98471","12.30000"
"2.79491","0.20637","2261.05400","2320.58391","12.40000"
"2.81713","0.20814","2279.65647","2340.52795","12.50000"
"2.83098","0.20945","2292.57438","2352.46727","12.60000"
"2.85595","0.21133","2314.22228","2373.67977","12.70000"
"2.87839","0.21310","2332.34698","2392.38678","12.80000"
"2.89367","0.21451","2346.40250","2404.11819","12.90000"
"2.91797","0.21634","2364.36492","2425.35514","13.00000"
"2.93686","0.21795","2382.53130","2440.88518","13.10000"
"2.96009","0.21976","2403.40130","2461.72235","13.20000"
"2.97577","0.22118","2416.37649","2473.67704","13.30000"
"2.99989","0.22303","2437.86955","2495.60829","13.40000"
"3.02443","0.22493","2458.85691","2516.32137","13.50000"
"3.03534","0.22610","2468.97852","2523.86043","13.60000"
"3.06202","0.22804","2489.72164","2547.04477","13.70000"
"3.08064","0.22964","2506.04330","2562.34990","13.80000"
"3.10472","0.23150","2525.77965","2582.47019","13.90000"
"3.12003","0.23288","2539.55368","2594.44723","14.00000"
"3.14310","0.23468","2559.13986","2614.36892","14.10000"
"3.16716","0.23653","2581.92886","2635.83753","14.20000"
"3.17877","0.23774","2591.93592","2645.32166","14.30000"
"3.20744","0.23980","2614.13027","2670.82872","14.40000"
"3.22424","0.24129","2627.87729","2685.15525","14.50000"
"3.24729","0.24311","2650.73706","2705.17357","14.60000"
"3.26326","0.24453","2663.64659","2718.65795","14.70000"
"3.28562","0.24630","2683.98575","2737.45717","14.80000"
"3.31069","0.24822","2704.72071","2758.48433","14.90000"
"3.32128","0.24938","2715.53406","2766.89604","15.00000"
"3.35111","0.25152","2739.89304","2793.84083","15.10000"
"3.36680","0.25297","2754.21189","2806.11869","15.20000"
"3.38761","0.25467","2771.73659","2822.89530","15.30000"
"3.40589","0.25621","2787.74742","2838.61160","15.40000"
"3.42788","0.25799","2805.94616","2861.17312","15.50000"
"3.44868","0.25988","2817.81284","2920.14400","15.60000"
"3.45973","0.26103","2828.20803","2930.70660","15.70000"
"3.48749","0.26306","2852.12416","2954.48024","15.80000"
"3.50649","0.26468","2867.46165","2971.74137","15.90000"
"3.52505","0.26626","2882.85105","2988.04580","16.00000"
"3.54691","0.26801","2901.94899","3007.31300","16.10000"
"3.56698","0.26969","2921.04902","3024.80650","16.20000"
"3.58793","0.27142","2938.95439","3044.09792","16.30000"
"3.60055","0.27268","2950.64412","3054.91779","16.40000"
"3.62881","0.27478","2976.49275","3075.77918","16.50000"
"3.64745","0.27641","2994.94714","3086.29940","16.60000"
"3.66404","0.27792","3008.89648","3101.56681","16.70000"
"3.68605","0.27968","3027.67754","3119.96834","16.80000"
"3.70610","0.28138","3045.80247","3137.08535","16.90000"
"3.72466","0.28300","3062.09153","3153.83100","17.00000"
"3.73954","0.28439","3075.72796","3165.75984","17.10000"
"3.76680","0.28647","3098.38937","3189.99821","17.20000"
"3.78563","0.28812","3116.07239","3207.75760","17.30000"
"3.79945","0.28951","3128.61637","3219.05338","17.40000"
"3.82348","0.29140","3148.89103","3239.66355","17.50000"
"3.84229","0.29307","3164.63411","3257.19453","17.60000"
"3.85842","0.29460","3181.87731","3270.67985","17.70000"
"3.87431","0.29614","3174.05188","3312.52860","17.80000"
"3.89831","0.29807","3195.42526","3334.38907","17.90000"
"3.91787","0.29976","3212.74879","3352.87559","18.00000"
"3.93148","0.30115","3223.23292","3366.11853","18.10000"
"3.95607","0.30308","3243.38046","3390.63141","18.20000"
"3.97540","0.30477","3260.21505","3408.26716","18.30000"
"3.98969","0.30619","3273.17487","3420.88914","18.40000"
"4.00952","0.30783","3289.65043","3439.25809","18.50000"
"4.03134","0.30966","3308.38398","3459.00934","18.60000"
"4.05328","0.31146","3328.25305","3477.97316","18.70000"
"4.06761","0.31286","3340.34092","3490.79585","18.80000"
"4.09201","0.31478","3362.30057","3512.59485","18.90000"
"4.11122","0.31644","3378.63388","3530.39172","19.00000"
"4.12480","0.31780","3390.37483","3543.05678","19.10000"
"4.14787","0.31960","3410.65275","3564.82854","19.20000"
"4.16834","0.32133","3427.96813","3583.41727","19.30000"
"4.19020","0.32311","3448.28377","3604.60463","19.40000"
"4.20479","0.32450","3462.11344","3618.81778","19.50000"
"4.22875","0.32637","3482.89777","3640.83191","19.60000"
"4.24985","0.32811","3501.22177","3659.43043","19.70000"
"4.26272","0.32941","3513.65912","3672.64193","19.80000"
"4.29011","0.33143","3535.83996","3697.55737","19.90000"
"4.30663","0.33296","3551.63892","3713.44667","20.00000"
"4.32796","0.33470","3571.25443","3734.27989","20.10000"
"4.34434","0.33618","3585.66968","3762.98255","20.20000"
"4.36856","0.33807","3607.00325","3789.93084","20.30000"
"4.39050","0.33987","3625.63739","3815.28633","20.40000"
"4.40107","0.34109","3635.89847","3827.55441","20.50000"
"4.42781","0.34308","3659.24556","3854.89431","20.60000"
"4.44508","0.34463","3674.18677","3872.25859","20.70000"
"4.46625","0.34637","3692.82532","3893.93326","20.80000"
"4.48403","0.34791","3710.33023","3912.06471","20.90000"
"4.50609","0.34968","3729.07147","3933.95405","21.00000"
"4.52996","0.35157","3750.26371","3956.36121","21.10000"
"4.54023","0.35274","3759.81373","3967.83696","21.20000"
"4.56801","0.35478","3783.85140","3994.33961","21.30000"
"4.58489","0.35629","3798.44522","4011.74277","21.40000"
"4.60621","0.35804","3818.11941","4030.10566","21.50000"
"4.62524","0.35964","3834.91069","4049.76914","21.60000"
"4.64446","0.36127","3852.89243","4068.59582","21.70000"
"4.66874","0.36317","3873.24300","4096.46472","21.80000"
"4.67987","0.36438","3887.46173","4120.12637","21.90000"
"4.70887","0.36649","3912.52665","4149.76617","22.00000"
"4.72677","0.36806","3928.00942","4167.68203","22.10000"
"4.74377","0.36958","3944.50966","4184.45654","22.20000"
"4.76494","0.37128","3963.85929","4206.14239","22.30000"
"4.78578","0.37301","3981.58934","4227.91298","22.40000"
"4.80793","0.37480","4002.89381","4250.45099","22.50000"
"4.82059","0.37608","4014.42032","4266.04366","22.60000"
"4.84756","0.37809","4038.00560","4293.31372","22.70000"
"4.86589","0.37969","4055.49258","4312.07614","22.80000"
"4.88238","0.38119","4070.80539","4330.15218","22.90000"
"4.90597","0.38302","4090.19040","4354.20312","23.00000"
"4.92682","0.38475","4109.94375","4375.98536","23.10000"
"4.94546","0.38638","4126.55342","4394.52613","23.20000"
"4.95995","0.38773","4139.91092","4407.71831","23.30000"
"4.98660","0.38973","4163.94742","4435.07778","23.40000"
"5.00672","0.39140","4182.45886","4455.97107","23.50000"
"5.02212","0.39284","4196.03195","4472.73580","23.60000"
"5.04712","0.39475","4217.12827","4498.12971","23.70000"
"5.06664","0.39639","4234.00989","4517.68655","23.80000"
"5.08099","0.39794","4240.75872","4551.58763","23.90000"
"5.09886","0.39943","4255.39352","4570.72537","24.00000"
"5.12495","0.40141","4277.63257","4599.86180","24.10000"
"5.14564","0.40313","4295.98987","4624.96374","24.20000"
"5.14478","0.40449","4312.81840","4849.93262","24.30000"
"5.13017","0.40640","4511.24739","5957.07912","24.40000"
"5.14990","0.40808","4547.24766","5997.36255","24.50000"
"5.02483","0.40936","4854.20786","5952.36104","24.58600"
"4.87031","0.40938","5167.46705","5930.32595","24.58800"
"4.66785","0.40940","5574.17888","5912.67133","24.59000"
"4.42865","0.40943","6041.24460","5901.71572","24.59200"
"4.29854","0.40944","6289.34195","5898.93060","24.59300"
"4.16309","0.40945","6544.59931","5898.07238","24.59400"
"4.02314","0.40947","6805.68535","5899.17926","24.59500"
"3.87957","0.40948","7071.19051","5902.07987","24.59600"
"3.73315","0.40950","7339.56834","5906.47850","24.59700"
"3.58461","0.40952","7609.37715","5912.14467","24.59800"
"3.43478","0.40954","7879.43415","5918.97732","24.59900"
"3.28434","0.40956","8148.73446","5926.91312","24.60000"
"3.13381","0.40958","8416.30343","5935.80678","24.60100"
"2.98382","0.40961","8681.19299","5945.48555","24.60200"
"2.83486","0.40964","8942.60313","5955.85816","24.60300"
"2.68738","0.40967","9199.86423","5966.87943","24.60400"
"2.54183","0.40970","9452.35137","5978.46461","24.60500"
"2.39856","0.40973","9699.50575","5990.52152","24.60600"
"2.25796","0.40977","9940.86359","6002.98215","24.60700"
"2.12035","0.40980","10176.02347","6015.78178","24.60800"
"1.98594","0.40984","10404.62311","6028.84497","24.60900"
"1.85500","0.40988","10626.35146","6042.11213","24.61000"
"1.72773","0.40992","10840.94867","6055.54180","24.61100"
"1.48481","0.41002","11247.97389","6082.65726","24.61300"
"1.25820","0.41011","11624.62123","6109.73500","24.61500"
"1.04854","0.41022","11970.41385","6136.37222","24.61700"
"0.85610","0.41033","12285.36014","6162.32120","24.61900"
"0.68088","0.41044","12569.93599","6187.30858","24.62100"
"0.52263","0.41056","12825.01873","6211.07873","24.62300"
"0.38089","0.41069","13051.69798","6233.50916","24.62500"
"0.25505","0.41081","13251.31673","6254.52306","24.62700"
"0.09441","0.41101","13503.42296","6283.17706","24.63000"
