Specimen name,"CAG-CF-ER-Comp-E3"
Width,"9.80000",mm
Thickness,"2.30000",mm
Failure mode,Valid

Load,Extension,Front Strain,Rear Strain,Time
"2.79861","0.19302","2193.43603","2479.69362","11.60000"
"2.82182","0.19474","2211.64757","2500.41252","11.70000"
"2.83868","0.19613","2227.35642","2515.78633","11.80000"
"2.86445","0.19796","2247.77940","2538.64145","11.90000"
"2.88753","0.19970","2268.68247","2558.23112","12.00000"
"2.91114","0.20147","2288.33221","2580.70952","12.10000"
"2.92607","0.20276","2300.74790","2594.33477","12.20000"
"2.95300","0.20466","2323.60908","2618.20084","12.30000"
"2.97744","0.20647","2342.66790","2640.48809","12.40000"
"2.99301","0.20782","2356.88593","2653.97504","12.50000"
"3.01985","0.20972","2378.85350","2676.97847","12.60000"
"3.03865","0.21126","2395.65480","2693.35019","12.70000"
"3.06425","0.21312","2417.89850","2716.18715","12.80000"
"3.08055","0.21451","2432.42690","2731.10019","12.90000"
"3.10552","0.21635","2453.09714","2754.17045","13.00000"
"3.13205","0.21830","2475.24818","2777.51824","13.10000"
"3.14276","0.21941","2484.77794","2787.68572","13.20000"
"3.17143","0.22142","2508.68662","2813.24796","13.30000"
"3.18940","0.22293","2525.20200","2829.04389","13.40000"
"3.21483","0.22483","2546.67969","2851.71508","13.50000"
"3.23066","0.22621","2561.04465","2866.36688","13.60000"
"3.25388","0.22800","2581.51628","2886.41080","13.70000"
"3.27864","0.22986","2602.75882","2909.42728","13.80000"
"3.29027","0.23105","2612.74260","2919.23177","13.90000"
"3.31997","0.23315","2637.75187","2946.24269","14.00000"
"3.33708","0.23465","2654.18761","2962.46749","14.10000"
"3.35918","0.23640","2671.51627","2982.47696","14.20000"
"3.37634","0.23787","2687.55923","2997.87847","14.30000"
"3.39865","0.23964","2708.09606","3017.66722","14.40000"
"3.42342","0.24153","2728.85337","3039.67204","14.50000"
"3.43439","0.24271","2737.81805","3049.34406","14.60000"
"3.46467","0.24487","2761.98098","3076.85789","14.70000"
"3.48115","0.24633","2776.21322","3091.48314","14.80000"
"3.50087","0.24797","2795.02012","3109.90401","14.90000"
"3.52036","0.24956","2811.90593","3127.07829","15.00000"
"3.54294","0.25133","2833.08187","3147.23188","15.10000"
"3.56655","0.25317","2851.93766","3169.82763","15.20000"
"3.57836","0.25435","2863.48420","3180.14435","15.30000"
"3.60697","0.25641","2888.42991","3206.94619","15.40000"
"3.62661","0.25802","2905.15600","3224.84900","15.50000"
"3.64474","0.25957","2921.20734","3242.21910","15.60000"
"3.66813","0.26135","2941.02821","3261.86768","15.70000"
"3.68911","0.26302","2959.34174","3281.40752","15.80000"
"3.71042","0.26473","2979.78334","3301.92456","15.90000"
"3.72513","0.26603","2992.70451","3314.89765","16.00000"
"3.75357","0.26808","3016.67838","3340.73813","16.10000"
"3.77449","0.26975","3035.61846","3358.92872","16.20000"
"3.79175","0.27123","3050.86770","3374.92279","16.30000"
"3.81547","0.27302","3073.07392","3397.44613","16.40000"
"3.83718","0.27472","3092.04427","3416.72776","16.50000"
"3.85647","0.27631","3108.76337","3434.75188","16.60000"
"3.87378","0.27775","3125.83265","3450.78087","16.70000"
"3.90198","0.27979","3149.87614","3477.58108","16.80000"
"3.92320","0.28147","3168.39595","3495.94536","16.90000"
"3.93834","0.28282","3184.27640","3510.28633","17.00000"
"3.96419","0.28472","3207.16854","3533.98244","17.10000"
"3.98558","0.28641","3226.53935","3553.02519","17.20000"
"4.00278","0.28790","3243.74461","3568.99644","17.30000"
"4.02343","0.28951","3260.80644","3588.64409","17.40000"
"4.04817","0.29138","3281.82080","3613.39143","17.50000"
"4.07012","0.29309","3301.59883","3633.10380","17.60000"
"4.08579","0.29448","3317.56123","3647.34326","17.70000"
"4.11216","0.29641","3341.45175","3672.37930","17.80000"
"4.13323","0.29811","3360.89893","3691.66280","17.90000"
"4.14845","0.29949","3376.81593","3706.03614","18.00000"
"4.17106","0.30121","3398.70015","3728.09893","18.10000"
"4.19331","0.30296","3419.58855","3752.07746","18.20000"
"4.21711","0.30478","3441.00501","3774.41593","18.30000"
"4.23340","0.30621","3456.11316","3789.51780","18.40000"
"4.25785","0.30809","3477.33265","3820.62630","18.50000"
"4.27851","0.30976","3496.28343","3842.93683","18.60000"
"4.29323","0.31111","3511.35014","3856.38769","18.70000"
"4.31850","0.31296","3533.47138","3881.41908","18.80000"
"4.33947","0.31465","3552.48991","3902.27628","18.90000"
"4.36227","0.31643","3573.94246","3926.36098","19.00000"
"4.37823","0.31783","3587.55910","3943.31384","19.10000"
"4.40315","0.31971","3610.02702","3968.74268","19.20000"
"4.42519","0.32145","3630.06396","3989.70768","19.30000"
"4.43847","0.32273","3642.59351","4003.50709","19.40000"
"4.46781","0.32480","3668.53131","4031.60136","19.50000"
"4.48466","0.32630","3683.73469","4047.88274","19.60000"
"4.50633","0.32801","3702.90154","4068.13622","19.70000"
"4.52430","0.32953","3719.89771","4085.60643","19.80000"
"4.54828","0.33138","3741.96563","4108.21335","19.90000"
"4.57165","0.33321","3762.26543","4131.78094","20.00000"
"4.58299","0.33441","3774.55680","4142.25971","20.10000"
"4.61078","0.33644","3799.66316","4169.55398","20.20000"
"4.62801","0.33798","3817.71498","4186.62792","20.30000"
"4.64912","0.33968","3837.00733","4206.49210","20.40000"
"4.66832","0.34128","3854.84332","4226.52671","20.50000"
"4.68981","0.34302","3873.44486","4248.26704","20.60000"
"4.71320","0.34487","3896.19241","4270.86791","20.70000"
"4.72421","0.34606","3907.33173","4281.54552","20.80000"
"4.74999","0.34811","3944.13387","4306.17109","20.90000"
"4.76715","0.34964","3960.88418","4322.48414","21.00000"
"4.78795","0.35135","3981.58329","4342.86706","21.10000"
"4.80794","0.35299","4000.04163","4360.37034","21.20000"
"4.82722","0.35463","4018.09067","4381.49832","21.30000"
"4.85051","0.35647","4039.15299","4404.23703","21.40000"
"4.86244","0.35772","4052.46299","4416.72141","21.50000"
"4.89123","0.35982","4078.74957","4444.39799","21.60000"
"4.90911","0.36140","4095.60883","4462.72828","21.70000"
"4.89928","0.36290","4048.07087","3458.84217","21.80000"
"4.91473","0.36464","4092.00182","3688.39223","21.90000"
"4.88015","0.36638","4368.07564","6528.75286","22.00000"
"4.89736","0.36810","4386.46693","6907.76017","22.10000"
"4.73766","0.36936","4476.01732","5733.93283","22.19600"
"4.58856","0.36940","4584.91361","4105.76677","22.19800"
"4.39860","0.36944","4722.62781","2026.09110","22.20000"
"4.17831","0.36949","4877.32468","-390.13298","22.20200"
"3.93563","0.36954","5042.53991","-3050.88982","22.20400"
"3.80803","0.36956","5127.37501","-4448.23131","22.20500"
"3.67734","0.36959","5213.13865","-5878.36979","22.20600"
"3.54422","0.36962","5299.38377","-7333.18692","22.20700"
"3.40933","0.36965","5385.64706","-8805.14085","22.20800"
"3.27339","0.36968","5471.53456","-10287.23549","22.20900"
"3.13699","0.36971","5556.70960","-11772.99954","22.21000"
"3.00067","0.36975","5640.85972","-13256.48092","22.21100"
"2.86499","0.36978","5723.73951","-14732.23045","22.21200"
"2.73039","0.36982","5805.15759","-16195.29165","22.21300"
"2.59726","0.36986","5884.92909","-17641.17740","22.21400"
"2.46600","0.36990","5962.89290","-19065.87183","22.21500"
"2.33694","0.36994","6038.92608","-20465.81171","22.21600"
"2.21040","0.36999","6112.90615","-21837.85290","22.21700"
"1.96582","0.37009","6254.28511","-24487.50287","22.21900"
"1.73400","0.37019","6386.42814","-26996.51755","22.22100"
"1.51625","0.37030","6508.97995","-29351.32384","22.22300"
"1.31343","0.37041","6621.70537","-31542.72586","22.22500"
"1.12608","0.37053","6724.56622","-33565.66280","22.22700"
"0.95441","0.37065","6817.72595","-35418.59984","22.22900"
"0.79835","0.37078","6901.40994","-37102.50184","22.23100"
"0.65764","0.37090","6975.93391","-38620.34157","22.23300"
"0.53184","0.37103","7041.75001","-39976.95819","22.23500"
"0.36976","0.37122","7125.23749","-41724.57755","22.23800"
"0.23744","0.37141","7191.97933","-43152.37328","22.24100"
"0.10239","0.37166","7258.25829","-44610.74620","22.24500"
"0.07529","0.37171","7271.20927","-44903.68068","22.24600"
