Specimen name,"CAG-CF-ER-Comp-E5"
Width,"9.80000",mm
Thickness,"2.30000",mm
Failure mode,<None>

Load,Extension,Front Strain,Rear Strain,Time
"2.70119","0.44247","-19826.30789","6295.62931","26.55400"
"2.55630","0.44252","-20993.95730","6366.58445","26.55500"
"2.41444","0.44257","-22135.87239","6435.61780","26.55600"
"2.27584","0.44262","-23249.94653","6502.62367","26.55700"
"2.14078","0.44267","-24334.34315","6567.52707","26.55800"
"2.00946","0.44273","-25387.46968","6630.27121","26.55900"
"1.88205","0.44278","-26407.97198","6690.80392","26.56000"
"1.63963","0.44290","-28346.86451","6805.07859","26.56200"
"1.41433","0.44302","-30144.75666","6910.11874","26.56400"
"1.20667","0.44315","-31798.77251","7005.94811","26.56600"
"1.01679","0.44328","-33308.66247","7092.76367","26.56800"
"0.84456","0.44341","-34676.02655","7170.75821","26.57000"
"0.68961","0.44354","-35904.06105","7240.20740","26.57200"
"0.55139","0.44367","-36997.52688","7301.51124","26.57400"
"0.37383","0.44387","-38399.35735","7378.99542","26.57700"
"0.22940","0.44406","-39537.01630","7440.45200","26.58000"
"0.08276","0.44429","-40687.87023","7500.64664","26.58400"
